"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"131523","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证组织架构信息更新","无","1. 实时从组织架构表获取数据","1. 数据信息包含：归属部门、数据责任人（工号、状态、名称）、数据管家（工号、状态、名称）、所属公司","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131522","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 权限点","无","1. admin用户登陆
2. 管理员用户登陆
3. 数开用户登陆
4. 访客用户登陆","1. 可以查看L1、L2、L3的目录列表，并且支持新增/编辑/删除/导入/导出目录
2. 可以查看L1、L2、L3的目录列表，并且支持新增/编辑/删除/导入/导出目录
3. 只能查看L1、L2、L3的目录列表，无法新增/编辑/删除/导入/导出目录
4. 只能查看L1、L2、L3的目录列表，无法新增/编辑/删除/导入/导出目录","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","失败","shier","2024-07-31","","0000-00-00","1","",""
"131521","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导出","无","1. 点击【导出】
2. 选择“导出业务域”，点击【确定】
3. 选择导出的业务域L1下无L2目录
4. 选择导出的业务域L1下的L2目录无L3目录
5. 选择导出的业务域L1下的L2目录有L3目录
6. 查看导出文件的“L1”sheet
7. 查看导出文件的“L2”sheet
8. 查看导出文件的“L3”sheet","1. 弹出“导出目录”弹窗，显示元素如下：
- “导出业务域”下拉框，下拉选项为：L1目录列表；支持多选
2. 触发下载功能，下载文件成功，文件名格式为：数据资产目录_20240528_15:43:00.xlsx
3. 下载的文件中只有“L1”sheet
4. 下载的文件中只有“L1”、“L2”sheet
5. 下载的文件中有“L1”、“L2”、“L3”sheet
6. 展示所选L1目录的属性信息（编码、*目录中文名称、*目录英文名称、*数据责任人工号、数据责任人、归属部门、所属公司、数据责任人状态、创建时间、修改时间、自定义属性1、*自定义属性2、......）
7. 展示所选L1目录下所有L2目录的属性信息（*上级目录、编码、*目录中文名称、*目录英文名称、*数据责任人工号、数据责任人、归属部门、所属公司、数据责任人状态、创建时间、修改时间、自定义属性1、*自定义属性2、......）
8. 展示所选L1目录下所有L2目录的所有L3目录的属性信息（*上级目录（L1）、*上级目录（L2）、编码、*目录中文名称、*目录英文名称、*数据责任人工号、数据责任人、归属部门、所属公司、数据责任人状态、创建时间、修改时间、*数据管家工号、数据管家、数据管家状态、标签（多个标签用英文分毫分割）、自定义属性1、*自定义属性2、......）","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","","1","功能测试","功能测试阶段","正常","0","3","8","失败","shier","2024-07-31","","0000-00-00","1","",""
"131519","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L3目录- 导入失败- 其他错误","无","1. 导入模版中输入目录信息：
- 存在必填项未输入的单元格
- 其他列数据格式正确
2. 导入模版中，缺少必填列（excel中删除*上级目录（L1）/*上级目录（L2）/*目录中文名称/*目录英文名称/*数据责任人工号/*业务定义/*自定义属性1）","1. 导入错误，错误文件中提示对应未填的必填单元格批注：必填项未填写
2. 导入错误，提示：缺少必填列*上级目录；*目录中文名称；*目录英文名称；*数据责任人工号；*业务定义；*自定义属性1","1. 
2.","","3","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131518","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L3目录- 导入失败- “目录中文名称”/“目录英文名称”错误","无","1. 导入模版中输入目录信息：
- 编码为空的数据，目录中文名称在系统L3目录中已存在
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- 编码为空的数据，目录中文名称在系统L3目录中不存在，但在L1/L2中存在同名目录
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- 编码为空的数据，目录英文名称在系统L3目录中已存在
- 其他列数据格式正确
4. 导入模版中输入目录信息：
- 编码为空的数据，目录英文名称在系统L3目录中不存在，但在L1/L2中存在同名目录
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：目录名称重复
2. 导入成功，并新增该L3目录
3. 导入错误，错误文件中提示对应单元格批注：目录名称重复
4. 导入成功，并新增该L3目录","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","失败","shier","2024-07-31","","0000-00-00","1","",""
"131517","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L3目录- 导入失败- 自定义属性错误","无","1. 导入模版中输入目录信息：
- bigint文本框属性列存在字符串数据
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- string文本框属性列存在字符串长度超过255个字符
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：填写数据格式有误
2. 导入错误，错误文件中提示对应单元格批注：填写数据字符超限","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","失败","shier","2024-07-31","","0000-00-00","1","",""
"131516","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L3目录- 导入失败- “数据管家工号”错误","无","1. 导入模版中输入目录信息：
- “数据管家工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “数据管家工号”列存在所填工号在系统中不存在
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- “数据管家工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应“数据管家工号”单元格批注：填写数据不在枚举范围内
2. 导入错误，错误文件中提示对应“数据管家工号”单元格批注：填写数据不在枚举范围内
3. 导入错误，错误文件中提示对应“数据管家工号”单元格批注：填写数据不在枚举范围内","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","失败","shier","2024-07-31","","0000-00-00","1","",""
"131515","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L3目录- 导入失败- “数据责任人工号”错误","无","1. 导入模版中输入目录信息：
- “数据责任人工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “数据责任人工号”列存在所填工号在系统中不存在
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- “数据责任人工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内
2. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内
3. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","shier","2024-07-31","","0000-00-00","1","",""
"131514","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L3目录- 导入失败- “编码”错误","无","1. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统中不存在所填编码
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统L3目录中不存在所填编码，但L1/L2/L4/L5存在此编码
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统L2目录中存在所填编码，但该目录为“已发布”状态
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应“编码”单元格批注：编码信息无法匹配已有编码，若为新增目录需清空编码
2. 导入错误，错误文件中提示对应“编码”单元格批注：编码信息无法匹配已有编码，若为新增目录需清空编码
3. 导入错误，错误文件中提示对应“编码”单元格批注：已发布目录不可更新","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","shier","2024-07-31","","0000-00-00","1","",""
"131513","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L3目录- 导入失败- “上级目录（L1）”/“上级目录（L2）”错误","无","1. 导入模版中输入目录信息：
- “上级目录（L1）”列存在所填目录名称在系统中不存在，或者为L2～L5的目录名称
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “上级目录（L2）”列存在所填目录名称在系统中不存在，或者为L1、L3、L4、L5的目录名称
- 其他列数据格式正确
3. 导入模版中输入目录信息：
-  “上级目录（L1）”列与“上级目录（L2）”列数据在系统中存在，但两者无关联关系
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：填写数据不在枚举范围内
2. 导入错误，错误文件中提示对应单元格批注：填写数据不在枚举范围内
3. 导入错误，错误文件中提示对应单元格批注：填写数据不在枚举范围内","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","shier","2024-07-31","","0000-00-00","1","",""
"131512","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L3目录- 导入成功","无","1. 导入模版中输入目录信息：
- “编码”列全为空
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “编码”列全不为空且数据均为草稿或已下线的L3目录编码
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
3. 导入模版中输入目录信息：
- “编码”列全不为空且数据均为草稿或已下线的L3目录编码
- 其他列数据格式正确
- “重复处理规则”选择“重复则跳过”
4. 导入模版中输入目录信息：
- “编码”列全不为空且数据均为草稿或已下线的L3目录编码；
- “上级目录（L2）”数据在系统中存在，但与系统内对应L3目录的上级目录不一致；
- 其他列数据格式正确；
- “重复处理规则”选择“重复则覆盖更新”；","1. 导入成功，文件中的目录全部新建成功，并关联L2目录正确
2. 导入成功，文件中的目录全部更新成功
3. 导入成功，文件中的目录均不进行导入
4. 导入成功，文件中的目录全部更新成功，且上级目录关联正确","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","3","4","失败","shier","2024-07-31","","0000-00-00","1","",""
"131510","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L2目录- 导入失败- 其他错误","无","1. 导入模版中输入目录信息：
- 存在必填项未输入的单元格
- 其他列数据格式正确
2. 导入模版中，缺少必填列（excel中删除*上级目录/*目录中文名称/*目录英文名称/*数据责任人工号/*业务定义/*自定义属性1）","1. 导入错误，错误文件中提示对应未填的必填单元格批注：必填项未填写
2. 导入错误，提示：缺少必填列*上级目录；*目录中文名称；*目录英文名称；*数据责任人工号；*业务定义；*自定义属性1","1. 
2.","","3","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131509","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L2目录- 导入失败- “目录中文名称”/“目录英文名称”错误","无","1. 导入模版中输入目录信息：
- 编码为空的数据，目录中文名称在系统L2目录中已存在
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- 编码为空的数据，目录中文名称在系统L2目录中不存在，但在L1/L3中存在同名目录
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- 编码为空的数据，目录英文名称在系统L2目录中已存在
- 其他列数据格式正确
4. 导入模版中输入目录信息：
- 编码为空的数据，目录英文名称在系统L2目录中不存在，但在L1/L3中存在同名目录
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：目录名称重复
2. 导入成功，并新增该L2目录
3. 导入错误，错误文件中提示对应单元格批注：目录名称重复
4. 导入成功，并新增该L2目录","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","shier","2024-07-31","","0000-00-00","1","",""
"131508","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L2目录- 导入失败- 自定义属性错误","无","1. 导入模版中输入目录信息：
- bigint文本框属性列存在字符串数据
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- string文本框属性列存在字符串长度超过255个字符
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：填写数据格式有误
2. 导入错误，错误文件中提示对应单元格批注：填写数据字符超限","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","失败","shier","2024-07-31","","0000-00-00","1","",""
"131507","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L2目录- 导入失败- “数据责任人工号”错误","无","1. 导入模版中输入目录信息：
- “数据责任人工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “数据责任人工号”列存在所填工号在系统中不存在
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- “数据责任人工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内
2. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内
3. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","shier","2024-07-31","","0000-00-00","1","",""
"131506","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L2目录- 导入失败- “编码”错误","无","1. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统中不存在所填编码
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统L2目录中不存在所填编码，但L2/L3/L4/L5存在此编码
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统L2目录中存在所填编码，但该目录为“已发布”状态
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应“编码”单元格批注：编码信息无法匹配已有编码，若为新增目录需清空编码
2. 导入错误，错误文件中提示对应“编码”单元格批注：编码信息无法匹配已有编码，若为新增目录需清空编码
3. 导入错误，错误文件中提示对应“编码”单元格批注：已发布目录不可更新","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","shier","2024-07-31","","0000-00-00","1","",""
"131505","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L2目录- 导入失败- “上级目录”错误","无","1. 导入模版中输入目录信息：
- “上级目录”列存在所填目录名称在系统中不存在，或者为L2～L5的目录名称
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：填写数据不在枚举范围内","1.","","1","功能测试","功能测试阶段","正常","0","2","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131504","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L2目录- 导入成功","无","1. 导入模版中输入目录信息：
- “编码”列全为空
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “编码”列全不为空且数据均为草稿或已下线的L2目录编码
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
3. 导入模版中输入目录信息：
- “编码”列全不为空且数据均为草稿或已下线的L2目录编码
- 其他列数据格式正确
- “重复处理规则”选择“重复则跳过”
4. 导入模版中输入目录信息：
- “编码”列全不为空且数据均为草稿或已下线的L2目录编码；
- “上级目录”所填数据在系统中存在，但与系统内对应L2目录的上级目录不一致；
- 其他列数据格式正确；
- “重复处理规则”选择“重复则覆盖更新”；","1. 导入成功，文件中的目录全部新建成功，并关联L1目录正确
2. 导入成功，文件中的目录全部更新成功
3. 导入成功，文件中的目录均不进行导入
4. 导入成功，文件中的目录全部更新成功，且上级目录关联正确","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","失败","shier","2024-07-31","","0000-00-00","1","",""
"131503","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L1目录- 导入失败- “错误原因”列数据","无","1. 查看“导入错误文件”中“错误原因”列数据","1. 显示当前行导入错误的原因汇总，多个错误原因以中文分号分割","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131502","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L1目录- 导入失败- 其他错误","无","1. 导入模版中输入目录信息：
- 存在必填项未输入的单元格
- 其他列数据格式正确
2. 导入模版中，缺少必填列（excel中删除*目录中文名称/*目录英文名称/*数据责任人工号/*业务定义/*自定义属性1）","1. 导入错误，错误文件中提示对应未填的必填单元格批注：必填项未填写
2. 导入错误，提示：缺少必填列*目录中文名称；*目录英文名称；*数据责任人工号；*业务定义；*自定义属性1","1. 
2.","","3","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131501","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L1目录- 导入失败- “目录中文名称”/“目录英文名称”错误","无","1. 导入模版中输入目录信息：
- 编码为空的数据，目录中文名称在系统L1目录中已存在
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- 编码为空的数据，目录中文名称在系统L1目录中不存在，但在L2/L3中存在同名目录
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- 编码为空的数据，目录英文名称在系统L1目录中已存在
- 其他列数据格式正确
4. 导入模版中输入目录信息：
- 编码为空的数据，目录英文名称在系统L1目录中不存在，但在L2/L3中存在同名目录
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：目录名称重复
2. 导入成功，并新增该L1目录
3. 导入错误，错误文件中提示对应单元格批注：目录名称重复
4. 导入成功，并新增该L1目录","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","shier","2024-07-31","","0000-00-00","1","",""
"131500","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L1目录- 导入失败- 自定义属性错误","无","1. 导入模版中输入目录信息：
- bigint文本框属性列存在字符串数据
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- string文本框属性列存在字符串长度超过255个字符
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：填写数据格式有误
2. 导入错误，错误文件中提示对应单元格批注：填写数据字符超限","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","失败","shier","2024-07-31","","0000-00-00","1","",""
"131499","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L1目录- 导入失败- “数据责任人工号”错误","无","1. 导入模版中输入目录信息：
- “数据责任人工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “数据责任人工号”列存在所填工号在系统中不存在
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内
2. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131498","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L1目录- 导入失败- “编码”错误","无","1. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统中不存在所填编码
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统L1目录中不存在所填编码，但L2/L3/L4/L5存在此编码
- 其他列数据格式正确
3. 导入模版中输入目录信息：
- “编码”列存在不为空
- 系统L1目录中存在所填编码，但该目录为“已发布”状态
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应“编码”单元格批注：编码信息无法匹配已有编码，若为新增目录需清空编码
2. 导入错误，错误文件中提示对应“编码”单元格批注：编码信息无法匹配已有编码，若为新增目录需清空编码
3. 导入错误，错误文件中提示对应“编码”单元格批注：已发布目录不可更新","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","shier","2024-07-31","","0000-00-00","1","",""
"131497","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- L1目录- 导入成功","无","1. 导入模版中输入目录信息：
- “编码”列全为空
- 其他列数据格式正确
2. 导入模版中输入目录信息：
- “编码”列全不为空且数据均为草稿或已下线的L1目录编码
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
3. 导入模版中输入目录信息：
- “编码”列全不为空且数据均为已存在的L1目录编码
- 其他列数据格式正确
- “重复处理规则”选择“重复则跳过”","1. 导入成功，文件中的目录全部新建成功
2. 导入成功，文件中的目录全部更新成功
3. 导入成功，文件中的目录均不进行导入","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","失败","shier","2024-07-31","","0000-00-00","1","",""
"131496","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- 导入模版","无","1. 在“导入目录”弹窗中点击【下载模版】
2. 查看模版excel中的sheet
3. 查看“L1”sheet的模版
4. 查看“L2”sheet的模版
5. 查看“L3”sheet的模版","1. 下载模版成功，格式为xlsx文件
2. excel文件中显示sheet与选择的“导入数据维度”一致：
- 导入数据维度，选择：L1；则excel中sheet只有L1
- 导入数据维度，选择：L1、L2、L3；则excel中sheet有L1、L2、L3
3. 标题行内容为：编码、*目录中文名称、*目录英文名称、*数据责任人工号、*业务定义、自定义属性1、*自定义属性2、......
4. 标题行内容为：*上级目录、编码、*目录中文名称、*目录英文名称、*数据责任人工号、*业务定义、自定义属性1、*自定义属性2、......
5. 标题行内容为：*上级目录（L1）、*上级目录（L2）、编码、*目录中文名称、*目录英文名称、*数据责任人工号、*业务定义、*数据管家工号、标签（多个标签用英文分毫分割）、自定义属性1、*自定义属性2、......","1. 
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","1","5","失败","shier","2024-07-31","","0000-00-00","1","",""
"131495","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- 导入- 导入弹窗","无","1. 点击【导入】
2. 上传导入文件，点击【确定】并使得导入失败
3. 上传导入文件，点击【确定】并使得导入成功","1. 弹出“导入目录”弹窗，显示元素如下：
- “导入数据维度”下拉框，下拉选项为：L1、L2、L3；
- “重复处理规则”单选项，选项为：重复则跳过、重复则覆盖更新；
- “上传文件”控件；
2. 1）弹出“导入失败弹窗”，提示“导入表格中存在错误数据，请检查后重新导入。”；按钮：【取消】、【导出错误文件】
2）点击【导出错误文件】，触发下载文件功能
3. 提示导入成功，并关闭弹窗","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","shier","2024-07-31","","0000-00-00","1","",""
"131494","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- L3- 批量发布","无","1. 筛选“已发布”的目录，点击【发布】
2. 选择“草稿”状态的多个目录，点击【下线】
3. 二次确认发布
4. 查看【目录操作审计】
5. 选择“已下线”状态的多个目录，点击【下线】
6. 二次确认发布
7. 查看【目录操作审计】","1. 提示无可发布的目录
2. 弹出二次确认弹窗，弹窗元素如下：
- “备注信息”输入框
- 提示文案：发布后的数据目录可进行资产关联
3. 1）下线成功；
2）该目录状态更新为“已发布”
4. 新增所选L3层级目录的发布审计记录
5. 弹出二次确认弹窗，弹窗元素如下：
- “备注信息”输入框
- 提示文案：发布后的数据目录可进行资产关联
6. 1）下线成功；
2）该目录状态更新为“已发布”
7. 新增所选L3层级目录的发布审计记录","1. 
2. 
3. 
4. 
5. 
6. 
7.","","1","功能测试","功能测试阶段","正常","0","2","7","通过","shier","2024-07-31","","0000-00-00","1","",""
"131493","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- L3- 批量下线","无","1. 筛选“草稿”和“已下线”的目录，点击【下线】
2. 勾选“已发布”的多个目录，点击【下线】
3. 二次确认下线
4. 查看【目录操作审计】","1. 提示无可下线的目录
2. 弹出二次确认弹窗，弹窗元素如下：
- “备注信息”输入框
- 提示文案：下线后无法通过此数据目录进行资产查询，请谨慎操作
3. 1）下线成功；
2）该目录状态更新为“已下线”
4. 新增所选L3层级目录的下线审计记录","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","shier","2024-07-31","","0000-00-00","1","",""
"131492","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- L3- 批量删除","1）目录a3下存在数据表以及数据标准
3）目录b3下不存在数据表以及数据标准","1. 筛选“已发布”的目录，点击【删除】
2. 勾选目录a3和b3，点击【删除】
3. 弹窗中输入备注信息，点击【确定】
4. 查看数据地图中原先与目录a3绑定的数据表
5. 查看原先与目录a3绑定的数据标准
6. 查看【目录操作审计】","1. 提示无可删除的目录
2. 弹出“删除目录”弹窗：
弹窗包含“备注信息”输入框，以及提示信息：若存在数据表/标准关联了目录则清空关联目录信息
3. 目录a3和b3均被删除成功
4. 该数据表表详情页，“数据资产目录”为空
5. 该数据标准详情抽屉，“数据资产目录”为空
6. 新增所选L3层级目录的删除审计记录","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","2","6","通过","shier","2024-07-31","","0000-00-00","1","",""
"131491","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- L3- 编辑目录- 失败","属性管理中，准备L2的自定义属性，包含枚举属性A、bigint文本框属性B，string文本框属性C、树形目录属性D","1. 未完善必填项，点击【确定】
2. 文本框输入内容长度超255个字符，点击【确定】
3. 目录中文名称或目录英文名称，与已有目录重名，点击【确定】
4. 原选中的“数据责任人”已不在“在职”列表中，点击【确定】
5. 树形目录属性原已选中的项已被删除，点击【确定】
6. 1）“上级目录”选择当前上级目录；
2）目录中文名称或目录英文名称，与所选上级目录下的已有其他L3目录重名；
3）点击【确定】；
7. 1）“上级目录”选择其他上级目录（非当前上级目录）；
2）目录中文名称或目录英文名称，与所选上级目录下的已有其他L3目录重名；
3）目录中文名称或目录英文名称，与当前上级目录下的L3目录无重名目录；
4）点击【确定】；","1. 提示必填
2. 提示错误信息
3. 提示重名错误信息
4. 提示错误
5. 提示错误
6. 提示重名错误信息
7. 提示重名错误信息","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","功能测试阶段","正常","0","1","7","通过","shier","2024-07-31","","0000-00-00","1","",""
"131490","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- L3- 编辑目录- 通过","属性管理中，准备L2的自定义属性，包含枚举属性A、bigint文本框属性B，string文本框属性C、树形目录属性D","1. “上级目录”选择当前上级目录，其他内容输入正确，点击【确定】
2. “上级目录”选择其他上级目录（非当前上级目录），其他内容输入正确，点击【确定】","1. 1）编辑目录成功；
2）弹窗关闭，列表刷新，该目录排序不变；
3）目录状态不变，为“草稿”/“已下线”状态
2. 1）编辑目录成功；
2）弹窗关闭
3）所选上级目录下的L3目录列表显示编辑后的目录","1. 
2.","","1","功能测试","功能测试阶段","正常","0","2","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131489","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据资产目录-目录管理- L3- 编辑目录- 交互","属性管理中，准备L2的自定义属性，包含枚举属性A、bigint文本框属性B，string文本框属性C、树形目录属性D","1. 点击某目录的【编辑】","1. 1）弹出“编辑L3目录”弹窗，弹窗中表单元素与新建目录弹窗一致；
2）表单自动加载对应目录的数据","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","shier","2024-07-31","","0000-00-00","1","",""
